sorted,query,city,location_id,coordinates,name,address,website,email,flagged
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Soapology,"67 8th Ave, New York, NY 10014, United States",https://www.soapologynyc.com/,10014support@soapologynyc.com,true
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Mumu Bath,"72 Jay St, Brooklyn, NY 11201, United States",https://www.mumubath.com/,sasha.chou@mumubath.comPR,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Soap Cherie,"218 Bedford Ave, Brooklyn, NY 11249, United States",http://soapcherie.com/,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Anwaar Co.,"354 Atlantic Ave, Brooklyn, NY 11217, United States",http://www.anwaarco.com/,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",CC SAVON,"100 Linden Blvd #5E, Brooklyn, NY 11226, United States",,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Back Porch Soap Company,"711 Amsterdam Ave, New York, NY 10025, United States",https://www.backporchsoap.com/,info@backporchsoap.com,true
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Earth & Me Park Slope,"233 5th Ave, Brooklyn, NY 11215, United States",http://earthandme.co/,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Buff City Soap,"134 S Ridge St, Rye Brook, NY 10573, United States",https://buffcitysoap.com/,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Sea Sponge Soap Co.,"132 Lane B, Hazlet, NJ 07730, United States",http://www.seaspongesoaps.com/,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",SHEA OLEIN ORGANIC TUSCAN OLIVE BUTTER SOAP,"354 Atlantic Ave, Brooklyn, NY 11217, United States",https://www.anwaarco.com/contact-us,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",The Sound Soap Co,"21 Tokeneke Rd 2nd Floor, Darien, CT 06820, United States",https://www.soundsoapco.com/,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060","A Sustainable Village, Zero Waste Shop and Refillery","50 University Pl, New York, NY 10003, United States",http://www.asustainablevillagenyc.com/,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Lush Cosmetics Union Square N.Y.,"28 E 14th St, New York, NY 10003, United States",https://www.lush.com/us/en_us/?y_source=1_ODM2OTE0NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Handmade Soap,"244 5th Ave, New York, NY 10001, United States",http://babata.nyc/contact-us/,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Lush Cosmetics SoNo Collection,"100 N Water St #1150, Norwalk, CT 06854, United States",https://www.lush.com/us/en_us/?y_source=1_MTQ4MDc3OTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Natural Orange soaps and candles,"1 Beaufort Pl, New Rochelle, NY 10801, United States",,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",forevergreen soap & candle studio aka: urbangreen mercantile,"401 W Broad St, Westfield, NJ 07090, United States",https://www.forevergreen44.com/,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Witch Baby,"11 Eastman St, Cranford, NJ 07016, United States",https://www.witchbabysoap.com/,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Lush Cosmetics American Dream,"1 American Dream Wy Unit D114, East Rutherford, NJ 07073, United States",https://www.lush.com/us/en_us/?y_source=1_MTc0NTAxNzQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Sensorium Emporium,"28 Monmouth St, Red Bank, NJ 07701, United States",http://sensoriumemporium.net/,beth.allen.mnb@gmail.combottom,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",DollyMoo,"217 Glenridge Ave, Montclair, NJ 07042, United States",http://www.dollymoo.com/,Info@dollymoo.com,true
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",King of Natural Products,"1462 Rockaway Pkwy, Brooklyn, NY 11236, United States",http://kingnaturalproducts.com/,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Nyah Beauty,"145 Court St Shop 4, Newark, NJ 07103, United States",http://nyahbeauty.com/,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",The Soap Bar Brooklyn,"537 Kings Hwy, Brooklyn, NY 11223, United States",,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Serendipityiyi Soap & more,"194 Olean Ave, Jersey City, NJ 07306, United States",http://serendipityiyisoapandmore.com/,Moreserendipityiyisoap@gmail.com,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Lush Cosmetics Upper West Side,"2177 Broadway, New York, NY 10024, United States",https://www.lush.com/us/en_us/?y_source=1_ODY3MDgzNS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Joha Soap Organic Artisans,"6-57 Onderdonk Ave, Ridgewood, NY 11385, United States",,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Aesop Chelsea,"174 9th Ave, New York, NY 10011, United States",https://www.aesop.com/us/r/aesop-chelsea?utm_source=gmb&utm_medium=yext,rightUpArrowEmailchelsea@aesop.com,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Kosette Beauty Market,"35 W 32nd St, New York, NY 10001, United States",https://www.kosettebeautymarket.com/,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Aesop Nolita,"226 Elizabeth St, New York, NY 10012, United States",https://www.aesop.com/us/r/aesop-nolita?utm_source=gmb&utm_medium=yext,rightUpArrowEmailnolita@aesop.com,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Handmade Soap,"139-41 86th Rd, Briarwood, NY 11435, United States",http://babata.nyc/contact-us/,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",I.E. Spa Indulgences,"70 N 7th St, Brooklyn, NY 11249, United States",http://www.ie-spa-indulgences.com/,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Cecile's Bath & Body,"Located in Remedies Herb Shop, 453 Court St, Brooklyn, NY 11231, United States",http://www.cecilesbathandbody.com/,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Ebaata Skincare,"495 Flatbush Ave C21, Brooklyn, NY 11225, United States",https://ebaataskincare.com/,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",PureRootz,"61 4th Ave, East Orange, NJ 07017, United States",,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",K&K's BathBomB Co.,"550 W 125th St, New York, NY 10027, United States",,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Spell Bathing,"37 Duncan Ave, Jersey City, NJ 07304, United States",https://spellbathing.com/,spellbathing@gmail.com,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",soapplace,"832 Ridgewood Ave, North Brunswick Township, NJ 08902, United States",,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",GAY SOAP BAR,"411 E 70th St #2A, New York, NY 10021, United States",https://gaysoap.bar/,,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Maison Jar,"566 Leonard St, Brooklyn, NY 11222, United States",http://www.maisonjar.nyc/,hello@maisonjar.nyc,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Aesop Madison Avenue,"1070 Madison Ave, New York, NY 10028, United States",https://www.aesop.com/us/r/aesop-madison-avenue?utm_source=gmb&utm_medium=yext,rightUpArrowEmailmadisonavenue@aesop.com,
true,Soap store,New York,New York_40.71_-74.01,"40.7128,-74.0060",Madina Industrial Corporation,"568 Atlantic Ave, Brooklyn, NY 11217, United States",https://www.madinaonline.com/,,
